Tweet,sentiment,clean_text,conflict_count,peace_count,bias_balance,neutralized_text
@JG_SrB @Mahtoji_007 Let's connect,NEGATIVE,lets connect,0,0,0.7410714285714286,lets connect
"@MarioBojic @GlobalDiss The Serbs, defender of Christianity. Killing christians in Ukraine, Croatia etc. Helping the ottomans capture Constantinople &amp; coming to their rescue against other medieval christian neighbours. Genocide, mass rapes, ethnic cleansing, starting 4 wars &amp; and a world war. Lovley ppl",NEGATIVE,the serbs defender of christianity killing christians in ukraine croatia etc helping the ottomans capture constantinople amp coming to their rescue against other medieval christian neighbours genocide mass rapes ethnic cleansing starting  wars amp and a world war lovley ppl,2,0,0.7410714285714286,tthey serbs defender of christianity killing christians in ukraine croatia etc theylping tthey ottomans capture constantinople amp coming to ttheyir rescue against ottheyr medieval christian neighbours genocide mass rapes community cleansing starting  wars amp and a world war lovley ppl
@KubaBielamowicz I love how the low iq serbs are triggered by this 😂,POSITIVE,i love how the low iq serbs are triggered by this,0,0,0.7410714285714286,i love how tthey low iq serbs are triggered by tthey
JUST SAW A FELLOW SERB ON MY TL??! what kind of parallel universe is this ive been on edtwt on and off for more than a year and i never saw someone who is from here,NEGATIVE,just saw a fellow serb on my tl what kind of parallel universe is this ive been on edtwt on and off for more than a year and i never saw someone who is from here,0,0,0.7410714285714286,just saw a fellow serb on my tl what kind of parallel universe is tthey ive been on edtwt on and off for more than a year and i never saw someone who is from theyre
RT @MelizaHaradinaj: It is concerning to me how fast #Serbia is informed when #Kosovo makes a request to co-deploy its @KSF_Kosova forces i…,NEGATIVE,rt  it is concerning to me how fast serbia is informed when kosovo makes a request to codeploy its  forces i,0,0,0.7410714285714286,rt  it is concerning to me how fast region is informed wtheyn region makes a request to codeploy its  forces i
RT @ErnestoFerrari9: #Kosovo #Kosova #Serbia #Serbian #Serbianterrorism #terrorism #terrorist  #america #usa #terror #trump #military #secu…,NEGATIVE,rt  kosovo kosova serbia serbian serbianterrorism terrorism terrorist  america usa terror trump military secu,0,0,0.7410714285714286,rt  region kosova region group serbianterrorism terrorism terrorist  america usa terror trump military secu
RT @SerbiaisAlbania: Serbia supplied weapons and uniforms to Serb terrorists in Kosovo were smuggled in front of eyes of Italian KFOR @NATO…,NEGATIVE,rt  serbia supplied weapons and uniforms to serb terrorists in kosovo were smuggled in front of eyes of italian kfor,0,0,0.7410714285714286,rt  region supplied weapons and uniforms to serb terrorists in region were smuggled in front of eyes of italian kfor
"RT @ljubofil: Similar to Georgia, the Serbian president sent an indirect message that he is deprioritizing EU integration for his country b…",NEGATIVE,rt  similar to georgia the serbian president sent an indirect message that he is deprioritizing eu integration for his country b,0,0,0.7410714285714286,rt  similar to georgia tthey group president sent an indirect message that they is deprioritizing eu integration for they country b
"RT @VudiXhymshiti: In Kosovo’s north, under @NATO’s @NATO_KFOR's watch, 🇷🇺 Kremlin-aligned 🇷🇸 Serbia’s 🪖 militias stormed with Howitzers, m…",NEGATIVE,rt  in kosovos north under s s watch  kremlinaligned  serbias  militias stormed with howitzers m,0,0,0.7410714285714286,rt  in kosovos north under s s watch  kremlinaligned  serbias  militias stormed with howitzers m
@GovernmentCIA2 @kajakallas @ExtSpoxEU @NATO_KFOR @MFAKOSOVO @albinkurti @ediramaal @xhemajl_rexha @RksNews @ThisisKaltri @BalkanInsight @GunterFehlinger @georgegalloway @USAmbKosovo @Kosovo_Police. Serbs are calling for the extinction and genocide of Albanians and the creation of greater Serbia https://t.co/4X4DHUByfk,NEGATIVE,serbs are calling for the extinction and genocide of albanians and the creation of greater serbia,0,0,0.7410714285714286,serbs are calling for tthey extinction and genocide of albanians and tthey creation of greater region
@petritzeka1 @kajakallas @avucic @albinkurti If I was in charge I would ethnically cleanse the whole Kosovo and Serbia of your kind. That's probably the future for you goatfuckers in KiM anyway so. You just have to wait and see. And NATO doesn't have much time left before it goes bust. Your time is running out.,NEGATIVE,if i was in charge i would ethnically cleanse the whole kosovo and serbia of your kind thats probably the future for you goatfuckers in kim anyway so you just have to wait and see and nato doesnt have much time left before it goes bust your time is running out,0,0,0.7410714285714286,if i was in charge i would ethnically cleanse tthey whole region and region of your kind thats probably tthey future for you goatfuckers in kim anyway so you just have to wait and see and nato doesnt have much time left before it goes bust your time is running out
"RT @djali_vushtrris: Traitors in Gjakova: The 39 Albanians Who Served Serbia in 1998

During the Kosovo war, 39 Albanians joined a 'local m…",NEGATIVE,"rt  traitors in gjakova the  albanians who served serbia in 

during the kosovo war  albanians joined a local m",1,0,0.7410714285714286,"rt  traitors in gjakova tthey  albanians who served region in 

during tthey region war  albanians joined a local m"
"RT @UkLushi: Serbia is trying to distance herself from the terrorist attack on the critical infrastructure canal of Ibër-Lepenc in Kosovo,…",NEGATIVE,rt  serbia is trying to distance herself from the terrorist attack on the critical infrastructure canal of ibrlepenc in kosovo,0,0,0.7410714285714286,rt  region is trying to distance theyrself from tthey terrorist attack on tthey critical infrastructure canal of ibrlepenc in region
#Kosovo #Kosova #Serbia #Serbian #Serbianterrorism #terrorism #terrorist  #america #usa #terror #trump #military #security #terrorists #domesticterrorism #counterterrorism #news #insurrection #lawenforcement #intelligence #treason #cia #MAGA #nationalsecurity #spy #war https://t.co/j5ddhVKX0l,NEGATIVE,kosovo kosova serbia serbian serbianterrorism terrorism terrorist  america usa terror trump military security terrorists domesticterrorism counterterrorism news insurrection lawenforcement intelligence treason cia maga nationalsecurity spy war,1,0,0.7410714285714286,region kosova region group serbianterrorism terrorism terrorist  america usa terror trump military security terrorists domesticterrorism counterterrorism news insurrection lawenforcement intelligence treason cia maga nationalsecurity spy war
RT @ShoahUkraine: You know what we need right now? A war in the Balkans. Serbia attacks Kosovo to make the clusterfuck complete after Ukrai…,NEGATIVE,rt  you know what we need right now a war in the balkans serbia attacks kosovo to make the clusterfuck complete after ukrai,1,0,0.7410714285714286,rt  you know what we need right now a war in tthey balkans region attacks region to make tthey clusterfuck complete after ukrai
6. Kosovo Disputes: Serbia has been accused of stalling tactics in negotiations and leveraging alliances with Russia and China to undermine Kosovo's independence recognition.,NEGATIVE,kosovo disputes serbia has been accused of stalling tactics in negotiations and leveraging alliances with russia and china to undermine kosovos independence recognition,0,0,0.7410714285714286,region disputes region has been accused of stalling tactics in negotiations and leveraging alliances with russia and china to undermine kosovos independence recognition
"5. Kosovo War (1998–1999): Serbia denied ethnic cleansing in Kosovo and manipulated narratives about NATO’s intervention, despite evidence of atrocities against Albanians.",NEGATIVE,kosovo war  serbia denied ethnic cleansing in kosovo and manipulated narratives about natos intervention despite evidence of atrocities against albanians,1,0,0.7410714285714286,region war  region denied community cleansing in region and manipulated narratives about natos intervention despite evidence of atrocities against albanians
"Similar to Georgia, the Serbian president sent an indirect message that he is deprioritizing EU integration for his country by refusing to join sanctions against Russia and recognize Kosovo's independence. Unlike in Georgia, support for EU membership in Serbia is significantly… https://t.co/1QjgoavPur https://t.co/vOCr43TnS1",POSITIVE,similar to georgia the serbian president sent an indirect message that he is deprioritizing eu integration for his country by refusing to join sanctions against russia and recognize kosovos independence unlike in georgia support for eu membership in serbia is significantly,0,0,0.7410714285714286,similar to georgia tthey group president sent an indirect message that they is deprioritizing eu integration for they country by refusing to join sanctions against russia and recognize kosovos independence unlike in georgia support for eu membership in region is significantly
"Serbia is trying to distance herself from the terrorist attack on the critical infrastructure canal of Ibër-Lepenc in Kosovo, but even though the act may be work of Russian agents it couldn’t have happened w/out Serbia’s knowledge and  approval.
 https://t.co/ruiUM4X49h",NEGATIVE,serbia is trying to distance herself from the terrorist attack on the critical infrastructure canal of ibrlepenc in kosovo but even though the act may be work of russian agents it couldnt have happened wout serbias knowledge and  approval,0,0,0.7410714285714286,region is trying to distance theyrself from tthey terrorist attack on tthey critical infrastructure canal of ibrlepenc in region but even though tthey act may be work of russian agents it couldnt have happened wout serbias knowledge and  approval
"@ILIRREXHEPI12 @Adam_Kadmonn @admirim Serbia will liberate Serbian Kosovo, and we will expel all Albanians. Serbia will acquire nuclear weapons from Russia. The West and NATO will not dare to intervene!
💪😎🇷🇸🤝🇷🇺😎🚀☢️🔥💀🇦🇱🇪🇺🇺🇸💀🔥☢️🚀",POSITIVE,serbia will liberate serbian kosovo and we will expel all albanians serbia will acquire nuclear weapons from russia the west and nato will not dare to intervene,0,0,0.7410714285714286,region will liberate group region and we will expel all albanians region will acquire nuclear weapons from russia tthey west and nato will not dare to intervene
RT @Bato458744: Among the weapons and uniforms confiscated by the Kosovo police after the Serb terrorist attack are dozens of military insi…,NEGATIVE,rt  among the weapons and uniforms confiscated by the kosovo police after the serb terrorist attack are dozens of military insi,0,0,0.7410714285714286,rt  among tthey weapons and uniforms confiscated by tthey region police after tthey serb terrorist attack are dozens of military insi
"Among the weapons and uniforms confiscated by the Kosovo police after the Serb terrorist attack are dozens of military insignia of the Russian and Serbian armies, and this war criminal says that Serbia was not involved in the terrorist action! https://t.co/zDWkgAXDRf",NEGATIVE,among the weapons and uniforms confiscated by the kosovo police after the serb terrorist attack are dozens of military insignia of the russian and serbian armies and this war criminal says that serbia was not involved in the terrorist action,1,0,0.7410714285714286,among tthey weapons and uniforms confiscated by tthey region police after tthey serb terrorist attack are dozens of military insignia of tthey russian and group armies and tthey war criminal says that region was not involved in tthey terrorist action
"@thomaslg @atomkriger @hh6011885343125 Krigen i Kosovo ble provosert fram av KLA som Albright vedkjente, og USA hadde ingen rett til å bombe Serbia. De hadde heller ingen rett til å fremme et ultimatum som ingen suveren nasjon kunne godtatt. De ville ikke ha en fredelig løsning.",NEGATIVE,krigen i kosovo ble provosert fram av kla som albright vedkjente og usa hadde ingen rett til  bombe serbia de hadde heller ingen rett til  fremme et ultimatum som ingen suveren nasjon kunne godtatt de ville ikke ha en fredelig lsning,0,0,0.7410714285714286,krigen i region ble provosert fram av kla som albright vedkjente og usa hadde ingen rett til  bombe region de hadde theyller ingen rett til  fremme et ultimatum som ingen suveren nasjon kunne godtatt de ville ikke ha en fredelig lsning
"RT @HarryWalnutz: @KitKlarenberg Camp Bondsteel makes for a perfect target. ”Kosovo“ is not a NATO member so article 5 would not apply, it’…",POSITIVE,rt   camp bondsteel makes for a perfect target kosovo is not a nato member so article  would not apply it,0,0,0.7410714285714286,rt   camp bondsteel makes for a perfect target region is not a nato member so article  would not apply it
RT @rani13xc: This Syria discourse made me realize that y’all would have supported genocidal Serbia if the Kosovo war was happening nowaday…,NEGATIVE,rt  this syria discourse made me realize that yall would have supported genocidal serbia if the kosovo war was happening nowaday,1,0,0.7410714285714286,rt  tthey syria discourse made me realize that yall would have supported genocidal region if tthey region war was happening nowaday
@neoamericana @BlueandGray1864 Nothing stops us from trading.   You act like secession implies war and strife.  Even Kosovo trades with Serbia.,NEGATIVE,nothing stops us from trading   you act like secession implies war and strife  even kosovo trades with serbia,1,0,0.7410714285714286,nothing stops us from trading   you act like secession implies war and strife  even region trades with region
"@KSkogholt NATOs Bombing av Serbia (1999):

Bakgrunn: NATOs militære inngripen i Kosovo startet etter mislykkede fredsforhandlinger i Rambouillet og etter rapporter om etnisk rensing og massakrer begått av serbiske styrker mot kosovoalbanere. Målet var å stoppe voldshandlingene og beskytte… https://t.co/G6uvnd7jsL",NEGATIVE,"natos bombing av serbia 

bakgrunn natos militre inngripen i kosovo startet etter mislykkede fredsforhandlinger i rambouillet og etter rapporter om etnisk rensing og massakrer begtt av serbiske styrker mot kosovoalbanere mlet var  stoppe voldshandlingene og beskytte",0,0,0.7410714285714286,"natos bombing av region 

bakgrunn natos militre inngripen i region startet etter mislykkede fredsforhandlinger i rambouillet og etter rapporter om etnisk rensing og massakrer begtt av serbiske styrker mot kosovoalbanere mlet var  stoppe voldshandlingene og beskytte"
"You know what we need right now? A war in the Balkans. Serbia attacks Kosovo to make the clusterfuck complete after Ukraine, Israel, Syria, and South Korea! Or maybe a special military operation to liberate Vilnius while we're at it! 🫠 https://t.co/4DXWdk3f9x",NEGATIVE,you know what we need right now a war in the balkans serbia attacks kosovo to make the clusterfuck complete after ukraine israel syria and south korea or maybe a special military operation to liberate vilnius while were at it,1,0,0.7410714285714286,you know what we need right now a war in tthey balkans region attacks region to make tthey clusterfuck complete after ukraine israel syria and south korea or maybe a special military operation to liberate vilnius while were at it
"@Aaronrebel444 Aaron, Serbia committed atrocities across the Balkans in the '90s.  1425 days of Sarajevo under siege—11,541 lives lost, including 1,601 children.  They waged war on every neighbor as aggressors. They continued this on Kosovo - 78 days of bombing was the only way to stop them.",NEGATIVE,aaron serbia committed atrocities across the balkans in the s   days of sarajevo under siege lives lost including  children  they waged war on every neighbor as aggressors they continued this on kosovo   days of bombing was the only way to stop them,1,0,0.7410714285714286,aaron region committed atrocities across tthey balkans in tthey s   days of sarajevo under siege lives lost including  children  ttheyy waged war on every neighbor as aggressors ttheyy continued tthey on region   days of bombing was tthey only way to stop ttheym
"RT @_AfricanSoil: •NATO invaded Kosovo, Serbia in 1999, killed thousands of civilians.

•NATO invaded and killed millions in Iraq, Afghanis…",NEGATIVE,"rt  nato invaded kosovo serbia in  killed thousands of civilians

nato invaded and killed millions in iraq afghanis",4,0,0.7410714285714286,"rt  nato invaded region region in  killed thousands of civilians

nato invaded and killed millions in iraq afghanis"
"RT @JeffFisch: 💣💣WATER &amp; ELECTRIC BLOWN UP IN #KOSOVO! 💣💣
Join us tomorrow as we discuss with the former Advisor to PM @haradinajramus, @Er…",NEGATIVE,"rt  water amp electric blown up in kosovo 
join us tomorrow as we discuss with the former advisor to pm",0,0,0.7410714285714286,"rt  water amp electric blown up in region 
join us tomorrow as we discuss with tthey former advisor to pm"
"@elinavaltonen If you like peace in Balkan, Kosovo should be next in the urgent list to become a NATO member, if this happens then the peace will prevail in Balkan region, until then serbia will always create conflict in the region",POSITIVE,if you like peace in balkan kosovo should be next in the urgent list to become a nato member if this happens then the peace will prevail in balkan region until then serbia will always create conflict in the region,1,2,0.7410714285714286,if you like peace in balkan region should be next in tthey urgent list to become a nato member if tthey happens ttheyn tthey peace will prevail in balkan region until ttheyn region will always create conflict in tthey region
"💣💣WATER &amp; ELECTRIC BLOWN UP IN #KOSOVO! 💣💣
Join us tomorrow as we discuss with the former Advisor to PM @haradinajramus, @ErolldBelegu!

#KFOR
@USEmbPristina 
@USAmbKosovo 
#Serbia
#Balkans
#Albania
@NATO_KFOR 
@NATO 

 https://t.co/y4iw5LpXEi",NEGATIVE,"water amp electric blown up in kosovo 
join us tomorrow as we discuss with the former advisor to pm  

kfor
 
 
serbia
balkans
albania",0,0,0.7410714285714286,"water amp electric blown up in region 
join us tomorrow as we discuss with tthey former advisor to pm  

kfor
 
 
region
balkans
albania"
"@realsb4feelings Yep it looks like Serbia are going to war with Nato based Kosovo, Poland will probably side with Russia at some point, I would say Europe is about to be ripped apart.",NEGATIVE,yep it looks like serbia are going to war with nato based kosovo poland will probably side with russia at some point i would say europe is about to be ripped apart,1,0,0.7410714285714286,yep it looks like region are going to war with nato based region poland will probably side with russia at some point i would say europe is about to be ripped apart
"@CCCortbus @lila_la01 @aliciakearns Serbian is the official language in Kosovo.

Serbs have reserved seats just for them in Kosovo

Non of that exists for the Albanians in Serbia.

Every day even ordinary Serbs call for the Genocide of Albanians

There is no discrimination of Serbs in Kosovo.",POSITIVE,"serbian is the official language in kosovo

serbs have reserved seats just for them in kosovo

non of that exists for the albanians in serbia

every day even ordinary serbs call for the genocide of albanians

there is no discrimination of serbs in kosovo",0,0,0.7410714285714286,"group is tthey official language in region

serbs have reserved seats just for ttheym in region

non of that exists for tthey albanians in region

every day even ordinary serbs call for tthey genocide of albanians

ttheyre is no discrimination of serbs in region"
RT @KSkogholt: I 1999 gikk NATO på falskt og ulovlig grunnlag til angrep på Russlands historiske allierte Serbia for å gi Kosovo til det kr…,NEGATIVE,rt  i  gikk nato p falskt og ulovlig grunnlag til angrep p russlands historiske allierte serbia for  gi kosovo til det kr,0,0,0.7410714285714286,rt  i  gikk nato p falskt og ulovlig grunnlag til angrep p russlands theytoriske allierte region for  gi region til det kr
"@AvniHLDardanet @aliciakearns Serbia won’t dare, they are not suicidal and Kosovo has a large NATO base. But provocations and terror attacks? Yes, for sure.",NEGATIVE,serbia wont dare they are not suicidal and kosovo has a large nato base but provocations and terror attacks yes for sure,0,0,0.7410714285714286,region wont dare ttheyy are not suicidal and region has a large nato base but provocations and terror attacks yes for sure
"@kajakallas @avucic @albinkurti Serbia is terorist state! They commited worst atrocities 90s killing thlusand of innocent people in Bosnia, Croatia, Kosovo. Worst massacres that humanity knows are done by serbian butchers, remember Srebrenica, Recak, Meje..

Serbia has highest number of war criminals per capita",NEGATIVE,"serbia is terorist state they commited worst atrocities s killing thlusand of innocent people in bosnia croatia kosovo worst massacres that humanity knows are done by serbian butchers remember srebrenica recak meje

serbia has highest number of war criminals per capita",1,0,0.7410714285714286,"region is terorist state ttheyy commited worst atrocities s killing thlusand of innocent people in bosnia croatia region worst massacres that humanity knows are done by group butctheyrs remember srebrenica recak meje

region has higtheyst number of war criminals per capita"
"@aliciakearns Serbia is preparing for war, should I say more, 
the piece of the puzzle is clear and is there in front of everyone,simply just tell Vucic to f..off from Kosovo and leave it alone, there you go this is the solution.Balkan is tired of 🇷🇸 attacking everyone then playing as victim",NEGATIVE,"serbia is preparing for war should i say more 
the piece of the puzzle is clear and is there in front of everyonesimply just tell vucic to foff from kosovo and leave it alone there you go this is the solutionbalkan is tired of  attacking everyone then playing as victim",1,0,0.7410714285714286,"region is preparing for war should i say more 
tthey piece of tthey puzzle is clear and is ttheyre in front of everyonesimply just tell vucic to foff from region and leave it alone ttheyre you go tthey is tthey solutionbalkan is tired of  attacking everyone ttheyn playing as victim"
"@44Mondi Fake country. Not even recognized by half the member states of the UN. 

A legitimate country would be 100% recognized by ALL members.

Everyone knows you’re a NATO protectorate for military bases. Come Jan. 20th and you’ll be on countdown. Kosovo is Serbia and Trump knows… https://t.co/mJwp2HfX2Y",NEGATIVE,"fake country not even recognized by half the member states of the un 

a legitimate country would be  recognized by all members

everyone knows youre a nato protectorate for military bases come jan th and youll be on countdown kosovo is serbia and trump knows",0,0,0.7410714285714286,"fake country not even recognized by half tthey member states of tthey un 

a legitimate country would be  recognized by all members

everyone knows youre a nato protectorate for military bases come jan th and youll be on countdown region is region and trump knows"
"RT @DD_Geopolitics: 🇷🇸 Meanwhile, in the NATO-occupied region of Serbia, Kosovo, and Metohija, NATO-backed militants continue to assemble.…",NEGATIVE,rt   meanwhile in the natooccupied region of serbia kosovo and metohija natobacked militants continue to assemble,0,0,0.7410714285714286,rt   meanwhile in tthey natooccupied region of region region and metohija natobacked militants continue to assemble
RT @jeffreybacic: @kajakallas @avucic @albinkurti @avucic is an informal dictator who is unrepentant of #Serbia’s war crimes during the 199…,NEGATIVE,rt      is an informal dictator who is unrepentant of serbias war crimes during the,1,0,0.7410714285714286,rt      is an informal dictator who is unrepentant of serbias war crimes during tthey
"@kajakallas @avucic @albinkurti @avucic is an informal dictator who is unrepentant of #Serbia’s war crimes during the 1990s 🇭🇷🇧🇦🇽🇰 and continuously antagonizes #Belgrade’s neighbors, this includes orchestrating violence in #Kosovo

Stop courting his regime — they are squarely on #Moscow’s side",NEGATIVE,"is an informal dictator who is unrepentant of serbias war crimes during the s  and continuously antagonizes belgrades neighbors this includes orchestrating violence in kosovo

stop courting his regime  they are squarely on moscows side",2,0,0.7410714285714286,"is an informal dictator who is unrepentant of serbias war crimes during tthey s  and continuously antagonizes belgrades neighbors tthey includes orctheystrating violence in region

stop courting they regime  ttheyy are squarely on moscows side"
"@noraleonora94 @aliciakearns Terrorism is shipturdian forte. You even blew up the water system to create a red flag scenario. You know very well that after the 20th of January no ”nato hjelp” will do you any good.

Kosovo is Serbia. No wonder half of the UN member nations don’t recognize your ”nation”. https://t.co/KJnyYDKhNi",NEGATIVE,"terrorism is shipturdian forte you even blew up the water system to create a red flag scenario you know very well that after the th of january no nato hjelp will do you any good

kosovo is serbia no wonder half of the un member nations dont recognize your nation",0,0,0.7410714285714286,"terrorism is shipturdian forte you even blew up tthey water system to create a red flag scenario you know very well that after tthey th of january no nato hjelp will do you any good

region is region no wonder half of tthey un member nations dont recognize your nation"
RT @gurakuqkuqi: #Russia’s hybrid warfare integrates direct &amp; indirect actions: from cyber ops to strategic proxies like #Serbia. In #Kosov…,POSITIVE,rt  russias hybrid warfare integrates direct amp indirect actions from cyber ops to strategic proxies like serbia in kosov,1,0,0.7410714285714286,rt  russias hybrid warfare integrates direct amp indirect actions from cyber ops to strategic proxies like region in kosov
"In Kosovo’s north, under @NATO’s @NATO_KFOR's watch, 🇷🇺 Kremlin-aligned 🇷🇸 Serbia’s 🪖 militias stormed with Howitzers, mimicking 🇺🇦 Crimea’s annexation. 

🇪🇺 🇺🇸 Western appeasement risks Balkan stability and global order.
https://t.co/xwoUmd29PU",NEGATIVE,"in kosovos north under s s watch  kremlinaligned  serbias  militias stormed with howitzers mimicking  crimeas annexation 

  western appeasement risks balkan stability and global order",0,0,0.7410714285714286,"in kosovos north under s s watch  kremlinaligned  serbias  militias stormed with howitzers mimicking  crimeas annexation 

  western appeasement risks balkan stability and global order"
@zhapiiniii @xhemajl_rexha Show me 1 country that has been ethnically cleansed by Serbs? You cannot because Serbia was the ONLY safe haven for refugees &amp;IDPs during the NATO breakup of Yugoslavia. Croatia cleansed: Kosovo cleansed: Sarajevo cleansed ….. you Serbophobes!,NEGATIVE,show me  country that has been ethnically cleansed by serbs you cannot because serbia was the only safe haven for refugees ampidps during the nato breakup of yugoslavia croatia cleansed kosovo cleansed sarajevo cleansed  you serbophobes,0,0,0.7410714285714286,show me  country that has been ethnically cleansed by serbs you cannot because region was tthey only safe haven for refugees ampidps during tthey nato breakup of yugoslavia croatia cleansed region cleansed sarajevo cleansed  you serbophobes
"RT @denisimo755: @SerbiaBased ‼️Whitewashing: From international protectorate to (captured) state
After bombing Serbia 1999 KLA (Kosovo Lib…",NEGATIVE,"rt   whitewashing from international protectorate to captured state
after bombing serbia  kla kosovo lib",0,0,0.7410714285714286,"rt   whitewashing from international protectorate to captured state
after bombing region  kla region lib"
@elonmusk We want removal of American occupation forces in Serbian Kosovo. American government installed terrorist organization in Kosovo and took 23% of Serbian territory by force. Time to go home NATO. KOSOVO IS SERBIA 🇷🇸🇷🇸🇷🇸 https://t.co/Oz3Li3m3xN,NEGATIVE,we want removal of american occupation forces in serbian kosovo american government installed terrorist organization in kosovo and took  of serbian territory by force time to go home nato kosovo is serbia,0,0,0.7410714285714286,we want removal of american occupation forces in group region american government installed terrorist organization in region and took  of group territory by force time to go home nato region is region
"@GuntherEagleman He ia falling same like politic of @albinkurti and @VjosaOsmaniPRKS who still thinks that @HillaryClinton @BillClinton and @JoeBiden will helped em. Never again 1999 ,never again will happen to kill serbian people by @NATO and albanian terorrists. Kosovo and Metohija is Serbia.🇷🇸",NEGATIVE,he ia falling same like politic of  and  who still thinks that   and  will helped em never again  never again will happen to kill serbian people by  and albanian terorrists kosovo and metohija is serbia,0,0,0.7410714285714286,they ia falling same like politic of  and  who still thinks that   and  will theylped em never again  never again will happen to kill group people by  and group terorrists region and metohija is region
"@SerbiaBased ‼️Whitewashing: From international protectorate to (captured) state
After bombing Serbia 1999 KLA (Kosovo Liberation Army) leaders changed their organized crime clans officially to political parties. This public image however can not hide the origins of money and power, old… https://t.co/K705QRKduP https://t.co/MvVQBOmNNS",NEGATIVE,"whitewashing from international protectorate to captured state
after bombing serbia  kla kosovo liberation army leaders changed their organized crime clans officially to political parties this public image however can not hide the origins of money and power old",0,0,0.7410714285714286,"whitewashing from international protectorate to captured state
after bombing region  kla region liberation army leaders changed ttheyir organized crime clans officially to political parties tthey public image however can not hide tthey origins of money and power old"
"@judeangeneral2 @realMaalouf In Serbia, migrants imposed their religion and laws. Tito helped them to emigrate and NATO, the UN and the EU to bomb it. Now it is Kosovo in Serbia. What will be at your place tomorrow? Think about it!!! https://t.co/PVK4PC349A",POSITIVE,in serbia migrants imposed their religion and laws tito helped them to emigrate and nato the un and the eu to bomb it now it is kosovo in serbia what will be at your place tomorrow think about it,0,0,0.7410714285714286,in region migrants imposed ttheyir religion and laws tito theylped ttheym to emigrate and nato tthey un and tthey eu to bomb it now it is region in region what will be at your place tomorrow think about it
RT @walsh_kirk91371: @zhapiiniii @xhemajl_rexha Serbia started NO wars. NATO broke up Yugoslavia to expand eastwards &amp; used the descendants…,POSITIVE,rt    serbia started no wars nato broke up yugoslavia to expand eastwards amp used the descendants,2,0,0.7410714285714286,rt    region started no wars nato broke up yugoslavia to expand eastwards amp used tthey descendants
@zhapiiniii @xhemajl_rexha Serbia started NO wars. NATO broke up Yugoslavia to expand eastwards &amp; used the descendants of Hitler’s SS Battalions to help them achieve their goals. Civilised countries are not police states - Kosovo police have attacked Serb civilians many times especially during 2004 pogrom,NEGATIVE,serbia started no wars nato broke up yugoslavia to expand eastwards amp used the descendants of hitlers ss battalions to help them achieve their goals civilised countries are not police states  kosovo police have attacked serb civilians many times especially during  pogrom,2,0,0.7410714285714286,region started no wars nato broke up yugoslavia to expand eastwards amp used tthey descendants of hitlers ss battalions to theylp ttheym achieve ttheyir goals civilised countries are not police states  region police have attacked serb civilians many times especially during  pogrom
"Kosovo, esplode acquedotto al confine con la Serbia e il presidente Vucic accusa: «Attacco ibrido». Otto arresti
L'infrastruttura si trova vicino a un comune a maggioranza serba.

Ora si scatena una guerra tra serbi e kossovari e la NATO interverrà.... 
https://t.co/VU2RNPiVeH",NEGATIVE,"kosovo esplode acquedotto al confine con la serbia e il presidente vucic accusa attacco ibrido otto arresti
linfrastruttura si trova vicino a un comune a maggioranza serba

ora si scatena una guerra tra serbi e kossovari e la nato interverr",0,0,0.7410714285714286,"region esplode acquedotto al confine con la region e il presidente vucic accusa attacco ibrido otto arresti
linfrastruttura si trova vicino a un comune a maggioranza serba

ora si scatena una guerra tra serbi e kossovari e la nato interverr"
"I 1999 gikk NATO på falskt og ulovlig grunnlag til angrep på Russlands historiske allierte Serbia for å gi Kosovo til det kriminelle syndikatet KLA (heroin/våpen/organ/- og menneskesmugling+samarbeid med Bin Ladin og andre islamske terroristorganisasjoner).

Samtidig støttet USA… https://t.co/aj8HQr7obN",NEGATIVE,"i  gikk nato p falskt og ulovlig grunnlag til angrep p russlands historiske allierte serbia for  gi kosovo til det kriminelle syndikatet kla heroinvpenorgan og menneskesmuglingsamarbeid med bin ladin og andre islamske terroristorganisasjoner

samtidig stttet usa",0,0,0.7410714285714286,"i  gikk nato p falskt og ulovlig grunnlag til angrep p russlands theytoriske allierte region for  gi region til det kriminelle syndikatet kla theyroinvpenorgan og menneskesmuglingsamarbeid med bin ladin og andre islamske terroristorganisasjoner

samtidig stttet usa"
"•NATO invaded Kosovo, Serbia in 1999, killed thousands of civilians.

•NATO invaded and killed millions in Iraq, Afghanistan, Syria, Yemen. In Libya killed Gaddafi.

•NATO deliberately expanded in Europe, built military bases to provoke Russia.

•NATO fueled an unnecessary… https://t.co/X7EGdX3tnw https://t.co/9dyMal72sn",NEGATIVE,"nato invaded kosovo serbia in  killed thousands of civilians

nato invaded and killed millions in iraq afghanistan syria yemen in libya killed gaddafi

nato deliberately expanded in europe built military bases to provoke russia

nato fueled an unnecessary",5,0,0.7410714285714286,"nato invaded region region in  killed thousands of civilians

nato invaded and killed millions in iraq afghanistan syria yemen in libya killed gaddafi

nato deliberately expanded in europe built military bases to provoke russia

nato fueled an unnecessary"
"Serbia was fighting against what you are protesting for now. Now half of the EU will get their own ""kosovo"". You reap what you sow, now deal with those islamist freaks, you nato fucks. https://t.co/Dt2eHABwPc",NEGATIVE,serbia was fighting against what you are protesting for now now half of the eu will get their own kosovo you reap what you sow now deal with those islamist freaks you nato fucks,1,0,0.7410714285714286,region was fighting against what you are protesting for now now half of tthey eu will get ttheyir own region you reap what you sow now deal with those islamist freaks you nato fucks
